record_id,tweet_id,categoria,label,source_record_count,all_assigned_categories,source_record_ids,category_conflict
fnxptbr-0571,1670466598702809089,saúde,true,1,"[""saúde""]","[""fnxptbr-0571""]",False
fnxptbr-0572,1689435047391014913,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0572""]",False
fnxptbr-0573,1692546861251354708,saúde,true,1,"[""saúde""]","[""fnxptbr-0573""]",False
fnxptbr-0574,1695189088066781387,celebridades,true,1,"[""celebridades""]","[""fnxptbr-0574""]",False
fnxptbr-0575,1692998500366131313,política,true,1,"[""política""]","[""fnxptbr-0575""]",False
fnxptbr-0576,1697196328520913303,política,true,1,"[""política""]","[""fnxptbr-0576""]",False
fnxptbr-0577,1697452440168116672,política,true,1,"[""política""]","[""fnxptbr-0577""]",False
fnxptbr-0578,1701987372768940174,política,true,1,"[""política""]","[""fnxptbr-0578""]",False
fnxptbr-0579,1699415348573872517,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0579""]",False
fnxptbr-0580,1703117638161842504,política,true,1,"[""política""]","[""fnxptbr-0580""]",False
fnxptbr-0581,1703900262291607755,política,true,1,"[""política""]","[""fnxptbr-0581""]",False
fnxptbr-0582,1702364467072324051,política,true,1,"[""política""]","[""fnxptbr-0582""]",False
fnxptbr-0583,1691178419529064449,política,true,1,"[""política""]","[""fnxptbr-0583""]",False
fnxptbr-0584,1702369187279053140,política,true,1,"[""política""]","[""fnxptbr-0584""]",False
fnxptbr-0585,1695148997478883646,saúde,true,1,"[""saúde""]","[""fnxptbr-0585""]",False
fnxptbr-0586,1711425149440774372,política,true,1,"[""política""]","[""fnxptbr-0586""]",False
fnxptbr-0587,1712094102278267237,política,true,1,"[""política""]","[""fnxptbr-0587""]",False
fnxptbr-0588,1699612597442539670,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0588""]",False
fnxptbr-0589,1702026272115740917,política,true,1,"[""política""]","[""fnxptbr-0589""]",False
fnxptbr-0590,1703835638116524362,política,true,1,"[""política""]","[""fnxptbr-0590""]",False
fnxptbr-0591,1714410239968129484,política,true,1,"[""política""]","[""fnxptbr-0591""]",False
fnxptbr-0592,1719415639289340095,política,true,1,"[""política""]","[""fnxptbr-0592""]",False
fnxptbr-0593,1720564338287620204,saúde,true,1,"[""saúde""]","[""fnxptbr-0593""]",False
fnxptbr-0594,1706703267814686779,saúde,true,1,"[""saúde""]","[""fnxptbr-0594""]",False
fnxptbr-0595,1719882018979225842,política,true,1,"[""política""]","[""fnxptbr-0595""]",False
fnxptbr-0596,1723804105754169563,política,true,1,"[""política""]","[""fnxptbr-0596""]",False
fnxptbr-0597,1724396769528746467,política,true,1,"[""política""]","[""fnxptbr-0597""]",False
fnxptbr-0598,1719104783980654766,celebridades,true,1,"[""celebridades""]","[""fnxptbr-0598""]",False
fnxptbr-0599,1734739268482826301,política,true,1,"[""política""]","[""fnxptbr-0599""]",False
fnxptbr-0600,1732102674135347434,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0600""]",False
fnxptbr-0601,1731660459726479568,política,true,1,"[""política""]","[""fnxptbr-0601""]",False
fnxptbr-0602,1745392113401974824,política,true,1,"[""política""]","[""fnxptbr-0602""]",False
fnxptbr-0603,1733243847927361609,política,true,1,"[""política""]","[""fnxptbr-0603""]",False
fnxptbr-0604,1738165857656754668,política,true,1,"[""política""]","[""fnxptbr-0604""]",False
fnxptbr-0605,1746229528144273514,política,true,1,"[""política""]","[""fnxptbr-0605""]",False
fnxptbr-0606,1755285607469683169,política,true,1,"[""política""]","[""fnxptbr-0606""]",False
fnxptbr-0607,1752821881097343466,saúde,true,1,"[""saúde""]","[""fnxptbr-0607""]",False
fnxptbr-0608,1761882360293785891,política,true,1,"[""política""]","[""fnxptbr-0608""]",False
fnxptbr-0609,1751350916366680207,política,true,1,"[""política""]","[""fnxptbr-0609""]",False
fnxptbr-0610,1758592766907396286,política,true,1,"[""política""]","[""fnxptbr-0610""]",False
fnxptbr-0611,1758106647279399238,saúde,true,1,"[""saúde""]","[""fnxptbr-0611""]",False
fnxptbr-0612,1768401725956796731,política,true,1,"[""política""]","[""fnxptbr-0612""]",False
fnxptbr-0613,1770494359957278744,política,true,1,"[""política""]","[""fnxptbr-0613""]",False
fnxptbr-0614,1774543851765526866,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0614""]",False
fnxptbr-0615,1774554670683377780,política,true,1,"[""política""]","[""fnxptbr-0615""]",False
fnxptbr-0616,1778572855992631495,outros,true,1,"[""outros""]","[""fnxptbr-0616""]",False
fnxptbr-0617,1778945763726311682,política,true,1,"[""política""]","[""fnxptbr-0617""]",False
fnxptbr-0618,1785798999007498748,política,true,1,"[""política""]","[""fnxptbr-0618""]",False
fnxptbr-0619,1786174616538378458,política,true,1,"[""política""]","[""fnxptbr-0619""]",False
fnxptbr-0620,1781426407513501995,saúde,true,1,"[""saúde""]","[""fnxptbr-0620""]",False
fnxptbr-0621,1777755005304320465,saúde,true,1,"[""saúde""]","[""fnxptbr-0621""]",False
fnxptbr-0622,1782948440541925855,outros,true,1,"[""outros""]","[""fnxptbr-0622""]",False
fnxptbr-0623,1790471775379140892,política,true,1,"[""política""]","[""fnxptbr-0623""]",False
fnxptbr-0624,1790117822271529470,política,true,1,"[""política""]","[""fnxptbr-0624""]",False
fnxptbr-0625,1788689680805896368,saúde,true,1,"[""saúde""]","[""fnxptbr-0625""]",False
fnxptbr-0626,1795935996501991731,política,true,1,"[""política""]","[""fnxptbr-0626""]",False
fnxptbr-0627,1796620178056266138,política,true,1,"[""política""]","[""fnxptbr-0627""]",False
fnxptbr-0628,1778605002124132590,saúde,true,1,"[""saúde""]","[""fnxptbr-0628""]",False
fnxptbr-0629,1792345564476330134,outros,true,1,"[""outros""]","[""fnxptbr-0629""]",False
fnxptbr-0630,1787569148861595981,política,true,1,"[""política""]","[""fnxptbr-0630""]",False
fnxptbr-0631,1798802493603754445,política,true,1,"[""política""]","[""fnxptbr-0631""]",False
fnxptbr-0632,1788940750530457730,política,true,1,"[""política""]","[""fnxptbr-0632""]",False
fnxptbr-0633,1802850056136995248,ambiente,true,1,"[""ambiente""]","[""fnxptbr-0633""]",False
fnxptbr-0634,1805680272454619519,política,true,1,"[""política""]","[""fnxptbr-0634""]",False
fnxptbr-0635,1808582971420533098,política,true,1,"[""política""]","[""fnxptbr-0635""]",False
fnxptbr-0636,1810787283550851386,política,true,1,"[""política""]","[""fnxptbr-0636""]",False
fnxptbr-0637,1808908638041559157,política,true,1,"[""política""]","[""fnxptbr-0637""]",False
fnxptbr-0638,1808972585675133295,política,true,1,"[""política""]","[""fnxptbr-0638""]",False
fnxptbr-0639,1813417222078947832,política,true,1,"[""política""]","[""fnxptbr-0639""]",False
fnxptbr-0640,1804490241497071791,outros,true,1,"[""outros""]","[""fnxptbr-0640""]",False
fnxptbr-0641,1804623275613462708,outros,true,1,"[""outros""]","[""fnxptbr-0641""]",False
fnxptbr-0642,1803433810861985967,saúde,true,1,"[""saúde""]","[""fnxptbr-0642""]",False
fnxptbr-0643,1814325509763010701,política,true,1,"[""política""]","[""fnxptbr-0643""]",False
fnxptbr-0644,1815409000378204440,economia,true,1,"[""economia""]","[""fnxptbr-0644""]",False
fnxptbr-0645,1816203013809398143,política,true,1,"[""política""]","[""fnxptbr-0645""]",False
fnxptbr-0646,1813991601016115384,economia,true,1,"[""economia""]","[""fnxptbr-0646""]",False
fnxptbr-0647,1806353224175149105,economia,true,1,"[""economia""]","[""fnxptbr-0647""]",False
fnxptbr-0648,1819492882962874746,política,true,1,"[""política""]","[""fnxptbr-0648""]",False
fnxptbr-0649,1806372732936065439,política,true,1,"[""política""]","[""fnxptbr-0649""]",False
fnxptbr-0650,1817902153358344562,política,true,1,"[""política""]","[""fnxptbr-0650""]",False
fnxptbr-0651,1817015073917009943,política,true,1,"[""política""]","[""fnxptbr-0651""]",False
fnxptbr-0652,1822454560062923054,política,true,1,"[""política""]","[""fnxptbr-0652""]",False
fnxptbr-0653,1824871439553421411,outros,true,1,"[""outros""]","[""fnxptbr-0653""]",False
fnxptbr-0654,1817930688718422021,política,true,1,"[""política""]","[""fnxptbr-0654""]",False
fnxptbr-0655,1818409499017044183,política,true,1,"[""política""]","[""fnxptbr-0655""]",False
fnxptbr-0656,1819394650685268327,outros,true,1,"[""outros""]","[""fnxptbr-0656""]",False
fnxptbr-0657,1823563532689936403,outros,true,1,"[""outros""]","[""fnxptbr-0657""]",False
fnxptbr-0658,1830927676535628185,política,true,1,"[""política""]","[""fnxptbr-0658""]",False
fnxptbr-0659,1832143212078911795,política,true,1,"[""política""]","[""fnxptbr-0659""]",False
fnxptbr-0660,1829265529733066898,política,true,1,"[""política""]","[""fnxptbr-0660""]",False
