record_id,tweet_id,llm_polaridade,llm_marcadores_linguisticos
fnxptbr-0274,1764991578811011421,negativo,"APELO_A_AUTORIDADE, HASHTAG, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0275,1736777420475076917,negativo,"CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_DUVIDA"
fnxptbr-0276,1744399204376510475,negativo,"CALL_TO_ACTION, HIPERBOLE, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0277,1747552295582159017,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, EMOJI, HIPERBOLE, IRONIA_SARCASMO, LINGUAGEM_TECNICA, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USO_DE_RETICENCIAS"
fnxptbr-0278,1488248416606035973,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0279,1746864486193971446,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0280,1850698254947676447,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0281,1748977332331909417,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0282,1757865481971634653,negativo,"APELO_A_AUTORIDADE, EMOJI, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_DUVIDA"
fnxptbr-0283,1802983774860218468,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0284,1751744250390147278,negativo,"HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO"
fnxptbr-0285,1712967863693193531,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, DISCRIMINACAO, HIPERBOLE, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0286,1765495577096163484,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, EMOJI, ESPACAMENTO_ENTRE_LETRAS, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0287,1768409280137380280,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_DUVIDA"
fnxptbr-0288,1773029024379314628,negativo,"APELO_A_AUTORIDADE, IRONIA_SARCASMO, LINK_EXTERNO"
fnxptbr-0289,1771362933362299044,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, HIPERBOLE, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0290,1736121334260769277,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, ESPACAMENTO_ENTRE_LETRAS, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0291,1484692291843506177,negativo,"ALERTA_URGENTE, HIPERBOLE, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0292,1778154188725493826,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0293,1780588383812698374,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, ESPACAMENTO_ENTRE_LETRAS, HASHTAG, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0294,1780325498150609245,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0295,1779546201911697729,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_RISADA, SINAL_CERTEZA"
fnxptbr-0296,1783220618227220519,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, METAFORA, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0297,1786498145750298993,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_DUVIDA, USER_MENTION"
fnxptbr-0298,1786895129585828029,negativo,"ALERTA_URGENTE, CAIXA_ALTA, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0299,1787162462418014558,positivo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0300,1786525738369241500,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_INTERCALADA, SINAL_CERTEZA"
fnxptbr-0301,1787272489036329286,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0302,1787518222859657623,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0303,1788242332875210775,negativo,"ALERTA_URGENTE, HASHTAG, LINK_EXTERNO, PONTUACAO_INTERCALADA, SINAL_CERTEZA"
fnxptbr-0304,1794384305810227430,negativo,"APELO_A_AUTORIDADE, GIRIA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0305,1827117512246354340,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_RISADA, USER_MENTION"
fnxptbr-0306,1799889304723796145,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0307,1736222185516142829,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, ESPACAMENTO_ENTRE_LETRAS, HIPERBOLE, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0308,1798345504335835238,positivo,"APELO_A_AUTORIDADE, EMOJI, URL_CURTA"
fnxptbr-0309,1802115800095920437,neutro,"APELO_A_AUTORIDADE, URL_CURTA"
fnxptbr-0310,1780217886956507163,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0311,1782846387245215952,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0312,1786045672296181783,negativo,"ALERTA_URGENTE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0313,1801437358329303233,positivo,"APELO_A_AUTORIDADE, CITACAO_DIRETA, LINK_EXTERNO, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0314,1724863514659922379,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0315,1801618113110200427,negativo,"APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0316,1724863511551979794,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0317,1724162209255719129,negativo,"ALERTA_URGENTE, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, PRESENCA_DE_RETICENCIAS, PRONOME_COLETIVO"
fnxptbr-0318,1807823089238942077,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, HASHTAG, HIPERBOLE, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0319,1805754140347285938,negativo,"ALERTA_URGENTE, CAIXA_ALTA, ESPACAMENTO_ENTRE_LETRAS, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0320,1808677407852798371,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0321,1769719679918993725,positivo,"APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0322,1812317463129825310,negativo,"ALERTA_URGENTE, CAIXA_ALTA, EMOJI, LINK_EXTERNO, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0323,1816464537878429735,negativo,"ALERTA_URGENTE, CAIXA_ALTA, EMOJI, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0324,1817781559019069459,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, HIPERBOLE, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0325,1818616422789964247,positivo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, HASHTAG, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0326,1819403125100630431,negativo,"CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0327,1820083791114686828,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, DISCRIMINACAO, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0328,1819549135806029907,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, PRESENCA_DE_RISADA, USER_MENTION"
fnxptbr-0329,1714601791122297057,positivo,"CAIXA_ALTA, EMOJI, LINK_EXTERNO, PRESENCA_DE_RISADA, URL_CURTA, USO_DE_RETICENCIAS"
fnxptbr-0330,1823418522354999754,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, IRONIA_SARCASMO, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO, SINAL_CERTEZA, SUPERSTICAO, URL_CURTA"
fnxptbr-0331,993990834797281280,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA"
fnxptbr-0332,1000056395880980480,neutro,"EMOJI, LINK_EXTERNO, URL_CURTA, USER_MENTION"
fnxptbr-0333,1037784236982501377,neutro,"CALL_TO_ACTION, PRONOME_COLETIVO, SINAL_DUVIDA"
fnxptbr-0334,1042433631354941443,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0335,1042797000335478784,negativo,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0336,1044701723816865792,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA"
fnxptbr-0337,1045055570628288514,neutro,"LINK_EXTERNO, URL_CURTA, USER_MENTION"
fnxptbr-0338,1045401465567817730,negativo,"CALL_TO_ACTION, HASHTAG, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0339,1062163422987591681,negativo,"ALERTA_URGENTE, IRONIA_SARCASMO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0340,1056947518221754369,positivo,"EMOJI, IRONIA_SARCASMO, LINK_EXTERNO, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0341,1060857394740297728,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA"
fnxptbr-0342,1075454865042755586,neutro,"HASHTAG, URL_CURTA, USER_MENTION"
fnxptbr-0343,1086235914073001984,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, USER_MENTION"
fnxptbr-0344,1080427875721854977,neutro,"LINK_EXTERNO, USER_MENTION"
fnxptbr-0345,1075188863163920384,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, HIPERBOLE, LINK_EXTERNO, METAFORA, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0346,1095319000526082048,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0347,1101080457398153221,positivo,"EMOJI, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0348,1100103982779953152,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, USER_MENTION"
fnxptbr-0349,1116337816265474048,negativo,"HASHTAG, IRONIA_SARCASMO, LINK_EXTERNO, USER_MENTION"
fnxptbr-0350,1129144185561452546,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, USER_MENTION"
fnxptbr-0351,1137837611605733376,neutro,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, URL_CURTA"
fnxptbr-0352,1139320609387831296,neutro,"CALL_TO_ACTION, EMOJI, HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0353,1141170637542764544,negativo,"EMOJI, GIRIA, HASHTAG, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_RISADA, USER_MENTION"
fnxptbr-0354,1146471023572860929,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CITACAO_CIENTIFICA, INTERROGACAO_MULTIPLA, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA"
fnxptbr-0355,1150042600327352321,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, METAFORA, SINAL_CERTEZA"
fnxptbr-0356,1145145575714611200,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0357,1136284440475394048,negativo,"CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA"
fnxptbr-0358,1133382417517928458,negativo,"HASHTAG, LINK_EXTERNO, URL_CURTA"
fnxptbr-0359,1182780441289465858,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_INTERCALADA, PRESENCA_DE_DATA, SINAL_DUVIDA"
fnxptbr-0360,1181146933877968896,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA"
fnxptbr-0361,1171350163920773120,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0362,1190793583047122944,negativo,"APELO_A_AUTORIDADE, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0363,1181675923617275906,neutro,"HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0364,1181614171219222529,positivo,"LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0365,1186981361955037184,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, USER_MENTION"
fnxptbr-0366,1199335915027456000,negativo,"ALERTA_URGENTE, CAIXA_ALTA, EMOJI, PRESENCA_DE_DATA"
fnxptbr-0367,1204775175570575360,positivo,"APELO_A_AUTORIDADE, ASPAS, CITACAO_CIENTIFICA, GIRIA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0368,1214644641758269440,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0369,1220443404032794625,negativo,"IRONIA_SARCASMO, PRONOME_COLETIVO, SINAL_DUVIDA"
fnxptbr-0370,1204747319679299585,neutro,"LINK_EXTERNO, USER_MENTION"
fnxptbr-0371,1225054927749296130,neutro,"APELO_A_AUTORIDADE, HASHTAG, LINK_EXTERNO, URL_CURTA, USER_MENTION"
fnxptbr-0372,1246486493813669888,neutro,"LINK_EXTERNO, USER_MENTION"
fnxptbr-0373,1249393045440782338,negativo,"HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0374,1250890097773314048,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0375,1234662367742480384,positivo,"APELO_A_AUTORIDADE, URL_CURTA"
fnxptbr-0376,1242411407192330240,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0377,1249779193468145666,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO"
fnxptbr-0378,1245455510842871809,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_DUVIDA"
fnxptbr-0379,1241452460599894020,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO"
fnxptbr-0380,1250774205785944066,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0381,1261378692623634432,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, HASHTAG, LINK_EXTERNO, USER_MENTION"
fnxptbr-0382,1261426918877888512,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0383,1259835241742598148,negativo,"ABREVIACAO_INFORMAL, CITACAO_CIENTIFICA, GIRIA, HASHTAG, IRONIA_SARCASMO, LINK_EXTERNO, METAFORA, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0384,1264211500912250881,neutro,"CITACAO_CIENTIFICA, URL_CURTA, USER_MENTION"
fnxptbr-0385,1261313241520779264,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, HIPERBOLE, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0386,1247610382694391814,neutro,"APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, PARENTESES_EXPLICATIVO, PRESENCA_DE_DATA"
fnxptbr-0387,1255182220412817412,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0388,1274766785078796288,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0389,1272229608453218307,negativo,"APELO_A_AUTORIDADE, HASHTAG, LINK_EXTERNO"
fnxptbr-0390,1278081672123232256,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0391,1272623905447043082,positivo,"CITACAO_DIRETA, LINK_EXTERNO, URL_CURTA"
fnxptbr-0392,1263058240335687680,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0393,1271078327332241408,negativo,"APELO_A_AUTORIDADE, USER_MENTION"
fnxptbr-0394,1282934764643725313,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0395,1272663533910720513,neutro,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO"
fnxptbr-0396,1280534867856539649,negativo,"HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO, PALAVRAO, PONTUACAO_INTERCALADA, SINAL_DUVIDA, USER_MENTION"
fnxptbr-0397,1286652248555171840,positivo,"APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0398,1297165056732540928,negativo,"APELO_A_AUTORIDADE, LINGUAGEM_TECNICA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0399,1290008218236628992,positivo,"HASHTAG, LINK_EXTERNO, URL_CURTA"
fnxptbr-0400,1296945690162028548,negativo,"HASHTAG, LINK_EXTERNO, URL_CURTA"
fnxptbr-0401,1283434095305986048,positivo,"APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, USER_MENTION"
fnxptbr-0402,1285209641471938560,positivo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, SINAL_CERTEZA, SINAL_DUVIDA"
fnxptbr-0403,1295511712679038977,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0404,1291175211274993670,neutro,"APELO_A_AUTORIDADE, PRESENCA_DE_DATA"
fnxptbr-0405,1305989671672066059,neutro,"CITACAO_CIENTIFICA, EMOJI, LINGUAGEM_TECNICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0406,1292830561807998976,positivo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, PRONOME_COLETIVO"
fnxptbr-0407,1294066405114085377,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CITACAO, INTERROGACAO, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0408,1288455338010845184,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CONSPIRACY_THINKING, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0409,1299296364954779650,negativo,"CAIXA_ALTA, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USO_DE_RETICENCIAS"
fnxptbr-0410,1314321066412703745,negativo,"CITACAO_CIENTIFICA, LINGUAGEM_TECNICA, LINK_EXTERNO, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0411,1301625714467364865,neutro,"CALL_TO_ACTION, EMOJI, HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0412,1304078489792937984,negativo,"CAIXA_ALTA, EMOJI, HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0413,1314579464559439872,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, URL_CURTA"
fnxptbr-0414,1314307147681980417,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, URL_CURTA, USER_MENTION"
fnxptbr-0415,1320046244832706563,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0416,1320807192216391687,negativo,"CITACAO_CIENTIFICA, LINGUAGEM_TECNICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0417,1305595358425251841,negativo,"CAIXA_ALTA, LINK_EXTERNO, URL_CURTA"
fnxptbr-0418,1300853024886325248,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0419,1317151492160225280,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0420,1319694468694626307,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0421,1313997096501096448,neutro,"LINGUAGEM_TECNICA, SINAL_CERTEZA"
fnxptbr-0422,1328429974152470529,neutro,"LINGUAGEM_TECNICA, PRESENCA_DE_DATA"
fnxptbr-0423,1327256515758190598,neutro,"CALL_TO_ACTION, EMOJI, EMOTICON_ASCII, PRESENCA_DE_DATA, PRONOME_COLETIVO"
fnxptbr-0424,1327194187083747328,neutro,PRESENCA_DE_DATA
fnxptbr-0425,1314700398117167113,negativo,"APELO_A_AUTORIDADE, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0426,1315078560374165505,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PONTUACAO_INTERCALADA, SINAL_DUVIDA"
fnxptbr-0427,1329779387818942476,neutro,"CITACAO_CIENTIFICA, LINK_EXTERNO, URL_CURTA"
fnxptbr-0428,1329787017484509185,neutro,"CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0429,1332084881560645634,negativo,"CITACAO_CIENTIFICA, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0430,1332658885925212163,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0431,1333167974577037316,neutro,"SINAL_CERTEZA, USER_MENTION"
fnxptbr-0432,1334552360601985024,positivo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0433,1328097753096974336,neutro,"CALL_TO_ACTION, LINGUAGEM_TECNICA, SINAL_CERTEZA"
fnxptbr-0434,1334052484541771776,negativo,"APELO_A_AUTORIDADE, HASHTAG, URL_CURTA"
fnxptbr-0435,1318907090652585989,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0436,1336341898005540869,negativo,"CAIXA_ALTA, HIPERBOLE, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0437,1329793144972587008,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0438,1341845641157349377,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA, URL_CURTA"
